Log for:C:/Users/56xsl/Obsidian/sense making/
# timestamp | duration | file | instruction | dir | modtime | etag | size | fileId | status | errorString | http result code | other size | other modtime | X-Request-ID
#=#=#=# Syncrun started 2024-05-13T09:49:10Z
#=#=#=#=# Propagation starts 2024-05-13T09:49:11Z (last step: 188 msec , total: 188 msec) 
2024-05-13T09:49:09+00:00 | Things | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1713789912 |  | 0 | 5385065798oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 1323e717-a30d-4fa8-a68b-042c969ccd22 | 
2024-05-13T09:49:15+00:00 | propositions, ideas, statements, opinions/Lernziel.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615577 | 1df95bfc801b0b8b5b020257cd47109a | 5864 | 5385066098oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 629ccf59-6530-4d84-8f78-aba764e5f241 | 
2024-05-13T09:49:15+00:00 | propositions, ideas, statements, opinions/Modal Logic.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615578 | 24b86e158c23681bb843e8a01b924a2a | 2214 | 5385066134oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 89bbfee3-9e26-4511-a35c-742c114190fb | 
2024-05-13T09:49:14+00:00 | propositions, ideas, statements, opinions/Lernmethoden.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615578 | 7c4a1f8ab604bcf306d0e78ae93ae874 | 1384 | 5385066086oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | bf8c3612-ee18-4c18-b80a-8f8a26c6b673 | 
2024-05-13T09:49:15+00:00 | propositions, ideas, statements, opinions/Logical Symbols.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615577 | f7893598c9aaf1637b310f13ff288155 | 630 | 5385066125oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 7f823660-28fb-4211-aa2d-9192278e2b3d | 
2024-05-13T09:49:16+00:00 | propositions, ideas, statements, opinions/RWTH lernen.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615578 | d93e8802ffdea65c5681d8c32c13a3cc | 2259 | 5385066152oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | a79d3c88-326a-4eb7-9cef-1563806bf3b0 | 
2024-05-13T09:49:15+00:00 | propositions, ideas, statements, opinions/Propositional Logic.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615578 | 5f1ed5990f7f10fb051db793ba7bf4fe | 10747 | 5385066137oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 4ee3154f-a2f7-4c56-9721-a860e79fda05 | 
2024-05-13T09:49:16+00:00 | propositions, ideas, statements, opinions/Resource Description Framework.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615578 | 7f277a8935bd25b6d4554755e1c8cafd | 8574 | 5385066176oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | aa00d588-0c93-40ee-ac24-647e42812f91 | 
2024-05-13T09:49:16+00:00 | propositions, ideas, statements, opinions/Russell's Paradox.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615578 | 17f916880899558bff9a18308bef1766 | 12658 | 5385066182oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | c40ce282-2cb8-4b1f-9cbd-a39d92e58cff | 
2024-05-13T09:49:15+00:00 | propositions, ideas, statements, opinions/Loci-Methode.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615577 | 71395f827d0d72ac8a7ede0347f56fc8 | 147 | 5385066107oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 139b40fb-9e12-45d3-9e1c-2d74d375a357 | 
2024-05-13T09:49:16+00:00 | propositions, ideas, statements, opinions/SOL.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615578 | 9c5fe0a403443d50cc2abd4aac6f3a37 | 7588 | 5385066200oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | f8698268-ebec-41db-9336-610387551002 | 
2024-05-13T09:49:17+00:00 | propositions, ideas, statements, opinions/Semantic Web.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615871 | f480634233e15dcc93fdb1087e862a6a | 985 | 5385066209oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 83ee95d3-7972-4315-978c-755e36c3fa03 | 
2024-05-13T09:49:16+00:00 | propositions, ideas, statements, opinions/Selbst steuern.canvas | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1684352586 | 5db2740f50166410b327a738ef88b196 | 10524 | 5385066203oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 2370fe0c-2f21-41d6-86e9-5b6cbe16f246 | 
2024-05-13T09:49:17+00:00 | propositions, ideas, statements, opinions/Schema.org.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615578 | 9a9614c5bf1cbee2aaf842ef4fae3ea1 | 85 | 5385066230oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 902d56cf-57bf-41e2-8371-bd31d43f5a1d | 
2024-05-13T09:49:17+00:00 | propositions, ideas, statements, opinions/Terminology.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1713790595 | 5dc0bf4d3c9ff457eafc73d74cb7a544 | 1151 | 5385066275oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 8a6b8978-db94-4603-8b4f-bcf1ccf323b7 | 
2024-05-13T09:49:18+00:00 | propositions, ideas, statements, opinions/Thymeflow.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615578 | 70dfa2388278bb4e467c6092dacb043c | 559 | 5385066299oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 4f4947d2-98a1-42f3-b5b5-cc0c10743578 | 
2024-05-13T09:49:18+00:00 | propositions, ideas, statements, opinions/Vorgehen.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615579 | bf51caad374a9c801d7b3ea43bbe789e | 20298 | 5385066290oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | a6bc2817-0d2a-4be8-9d3d-574516d3befd | 
2024-05-13T09:49:18+00:00 | propositions, ideas, statements, opinions/Visualisierung erstellen.canvas | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1701726779 | 2669fd5381ec651aea54249da15c4bbe | 5726 | 5385066311oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | f2332438-9562-47ee-b6d7-221a249840cd | 
2024-05-13T09:49:17+00:00 | propositions, ideas, statements, opinions/Sinne.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615578 | 641838f2a0de4f95d09878ee78e0f39e | 689 | 5385066281oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 712b30c7-63a4-4943-8b16-af177d618b74 | 
2024-05-13T09:49:18+00:00 | propositions, ideas, statements, opinions/Web Ontology Language.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615579 | 040abbe81e03ebdaf3f2dc991f44d002 | 82 | 5385066350oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | a05f0846-8565-4c6c-9bac-960c73737d2e | 
2024-05-13T09:49:18+00:00 | propositions, ideas, statements, opinions/WHAT over HOW.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1711491217 | 79823c2d4f1e0398aee0c1eababb86fb | 0 | 5385066323oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 7b1f7462-6412-412b-8f24-f8f700acc076 | 
2024-05-13T09:49:18+00:00 | propositions, ideas, statements, opinions/WordNet.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615898 | ca561c2a87c4424eca6c2e65c3043fec | 582 | 5385066365oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 6ac0e2b8-dbdb-4ade-b402-07e4eef563a1 | 
2024-05-13T09:49:19+00:00 | propositions, ideas, statements, opinions/Zielsetzung.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712623244 | d47e560d7eb43b7d2ce48ccaa72ef148 | 97203 | 5385066383oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | a927703f-d290-4d78-a8d1-52e88e389d4a | 
2024-05-13T09:49:19+00:00 | propositions, ideas, statements, opinions/auditive.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615576 | 243e3d5227682a67b8e2c0cd10427a50 | 4375 | 5385066389oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 2bd20670-56c5-4488-8db8-8c01362bc6f9 | 
2024-05-13T09:49:18+00:00 | propositions, ideas, statements, opinions/ZFC set theory.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615579 | a798bad1e970b7223936900f7acffde1 | 4343 | 5385066356oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 35533ebe-304a-49c6-b713-f5496506eb1e | 
2024-05-13T09:49:19+00:00 | propositions, ideas, statements, opinions/capture.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1711299483 | 14777713239967f0a27e0b82c53388b6 | 42 | 5385066407oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 5e159f24-2fc8-42e4-8a7c-83f301ba9b79 | 
2024-05-13T09:49:19+00:00 | propositions, ideas, statements, opinions/category theory.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615783 | bf7318a9a5059d2167e6f97bf34e3bff | 21736 | 5385066413oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | cf2a3c25-e04a-4687-99c1-ebb21425c58a | 
2024-05-13T09:49:19+00:00 | propositions, ideas, statements, opinions/communication.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1711486010 | cad9df028aab64e55b6ae30d0e74c3f2 | 216 | 5385066416oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 13cb9a87-5df2-407f-80e2-0aa41ac51f45 | 
2024-05-13T09:49:20+00:00 | propositions, ideas, statements, opinions/concept.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1711305024 | ea3cec6883cd6a7578b3918b52adcaf5 | 107 | 5385066428oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | d0892ccf-b833-4d17-9f73-bcb9b3973874 | 
2024-05-13T09:49:20+00:00 | propositions, ideas, statements, opinions/capture to formal.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615787 | 4cf96af912a941eeedf65c1d61704923 | 5744 | 5385066419oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 60225c46-24b3-4fab-ba20-f0bc3159d09a | 
2024-05-13T09:49:20+00:00 | propositions, ideas, statements, opinions/deductive system.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615776 | c17b9ffc52f53bfb93700f78415c773f | 6577 | 5385066440oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 6c85067c-c642-4e9d-8d18-69910b1ae093 | 
2024-05-13T09:49:20+00:00 | propositions, ideas, statements, opinions/express.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1711299365 | 75a27058858135bd5d2ce3c1e269d739 | 0 | 5385066452oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 3bdacaf8-c24e-4ab9-a0a7-d82487f9feeb | 
2024-05-13T09:49:20+00:00 | propositions, ideas, statements, opinions/atomic formula.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615576 | 567b3edfe86c743227ef76e04ad0d849 | 5802 | 5385066461oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 3ff54c73-2246-4717-b797-9795532157f6 | 
2024-05-13T09:49:21+00:00 | propositions, ideas, statements, opinions/expression of knowledge.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615577 | 63a6f592886d2dee70748cebb88f30f0 | 36319 | 5385066476oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | f0cf9e16-d4e8-448e-b6c5-998d689dabda | 
2024-05-13T09:49:21+00:00 | propositions, ideas, statements, opinions/formal system.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712623244 | f318981bebac9c944456861d3a687c97 | 31628 | 5385066491oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | a2f37f7e-2fd6-49ef-97ba-2b0395b1b2f3 | 
2024-05-13T09:49:21+00:00 | propositions, ideas, statements, opinions/distill to informal.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615773 | 246aa8b08e39942ab83b63ee9e7e3775 | 32786 | 5385066488oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 253f35e0-c3b2-4b30-89f9-89f79dcaf50e | 
2024-05-13T09:49:21+00:00 | propositions, ideas, statements, opinions/foundations of mathematics.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615814 | a6651c2f70cd0b7d9b1cdfff6f625cee | 13268 | 5385066497oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | d3d467b1-a118-4339-bfd8-24aacd2c5703 | 
2024-05-13T09:49:21+00:00 | propositions, ideas, statements, opinions/formal language.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615809 | 4626091d7d8f42ffe49643070f28d5f9 | 22425 | 5385066518oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | b4ceb2b3-92c2-4990-8bfa-3b7ae21038c1 | 
2024-05-13T09:49:22+00:00 | propositions, ideas, statements, opinions/entity.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1711296733 | 494f95e127b3dbc8f72210a9ec388f0b | 23 | 5385066527oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | dc9d2937-b2b5-4537-a489-a4ef5b5d1640 | 
2024-05-13T09:49:21+00:00 | propositions, ideas, statements, opinions/getting things done.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712059564 | 8716f3a245c0572770d0decf56e0ac30 | 162 | 5385066506oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 15f5f478-7295-4045-b486-5e086b9653fc | 
2024-05-13T09:49:22+00:00 | propositions, ideas, statements, opinions/highest goal is expression.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1711649049 | 27ff7fc0dda3d135d2e16e774f39e330 | 0 | 5385066551oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 14d6f701-7ec0-43f0-9ffa-6f81fe9ff5f5 | 
2024-05-13T09:49:22+00:00 | propositions, ideas, statements, opinions/gustatoric.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712615577 | 38a6244bacd40960dc0af82a0cd566bd | 3542 | 5385066524oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 583ac551-32eb-4b8e-a95b-8dc3d8f1e57c | 
2024-05-13T09:49:23+00:00 | propositions, ideas, statements, opinions/imposter syndrom.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1711301168 | b766a5608817697ba8330052b8c8ec61 | 0 | 5385066569oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 95289e41-d86b-4042-9ada-a37f37b682d9 | 
2024-05-13T09:49:23+00:00 | propositions, ideas, statements, opinions/learning as a goal.md | CSyncEnums::CSYNC_INSTRUCTION_NEW | OCC::SyncFileItem::Up | | 1712319654 | a0381dd832b267c96043de614160c40b | 189 | 5385066572oc8d6fac567d | OCC::SyncFileItem::Success |  | 201 | 0 | 0 | 6737faa2-00aa-4ba3-9ca0-d5b386cc33d5 | 
